Customer_ID,Age,Location,Income_Level,Total_Transactions,Avg_Transaction_Value,Max_Transaction_Value,Min_Transaction_Value,Total_Spent,Active_Days,Last_Transaction_Days_Ago,Loyalty_Points_Earned,Referral_Count,Cashback_Received,App_Usage_Frequency,Preferred_Payment_Method,Support_Tickets_Raised,Issue_Resolution_Time,Customer_Satisfaction_Score,LTV,Churn
CUST-04800,24,Rural,Low,239,767.2898472751942,2839.1992428140397,64.3286235009671,183431.6604562926,73,242,667,32,173.9646163883982,Monthly,Wallet,20,25.377787956659237,7,3190.8300687173173,1
CUST-06364,59,Urban,Medium,553,993.3323184638192,2551.9629031197073,71.37676047777744,549220.0421392104,259,235,4994,40,407.45127566308054,Daily,Debit Card,8,26.599989802109537,8,5612.811867239486,1
CUST-04020,51,Urban,High,732,261.88055718927865,1775.1849241653613,56.496697717563706,191598.59078297307,184,355,1944,42,63.66515227123698,Monthly,Credit Card,13,46.016452078135124,2,1856.2870850383367,1
CUST-02637,53,Rural,Low,202,76.63579949014246,4242.4379703865225,2.2162739694388183,15574.309598681617,326,115,7886,1,456.09749955817244,Weekly,UPI,15,38.160825328018134,5,7232.82438789771,0
CUST-04241,38,Suburban,Medium,597,951.899775213698,3371.0136185535303,71.74545824649485,568370.7732262863,265,164,851,36,58.78741199774784,Daily,Credit Card,20,16.58489973085044,6,675.5096046493187,1
CUST-00620,41,Suburban,High,347,568.1374464453445,609.9884272863153,70.25483256449786,197144.58465757087,234,107,9799,27,311.5486395259352,Monthly,UPI,20,8.623425024321772,4,2319.4087500199685,0
CUST-02369,43,Rural,Medium,571,987.3250775473841,4763.41477312793,52.25959232721339,563666.4305359853,355,293,8705,39,323.6357011296739,Daily,Wallet,15,38.01678325683641,4,4786.279769636579,1
CUST-04458,64,Suburban,Medium,461,761.1006791017913,4507.9275813242375,63.72472050299638,350880.58468859293,69,363,7639,43,3.5460672023594486,Daily,Debit Card,17,21.128840750520347,6,5303.570610677532,1
CUST-04620,68,Suburban,Medium,371,706.1959508964851,1187.1591324529168,18.518635160571524,262064.80911342116,185,234,9988,6,417.8459631062559,Weekly,Credit Card,17,17.755710773443404,3,4567.421389288978,1
CUST-01138,27,Urban,Medium,467,536.3458481358346,4261.943749403442,85.1339379457939,250501.08145713422,94,125,9641,16,322.46196852155816,Daily,UPI,12,13.110682412590462,10,4910.581014412498,1
CUST-01105,28,Suburban,High,483,861.2246527247594,4522.331890860836,2.2438816909136703,416064.1260172214,252,246,18,3,266.88243173965293,Daily,Debit Card,1,5.660727411243553,6,8456.312222741883,1
CUST-00715,39,Rural,High,603,164.37727276269018,780.6141468118578,18.827426217364536,99096.51867872656,88,170,4601,47,243.0393257945575,Monthly,UPI,1,12.05745950466586,2,1965.6985886998116,1
CUST-01810,20,Rural,High,405,278.13077318957556,584.6272790286325,36.69577967169577,112592.0423069485,301,360,6715,10,348.7087366437721,Monthly,Wallet,3,20.868450561607077,7,4022.3577724559295,1
CUST-01506,34,Rural,High,308,862.1125086762321,3995.7577737039824,34.36663844444097,265537.9670535989,136,343,7041,10,137.91906797128334,Weekly,Wallet,2,26.56809933455211,3,6530.194398346172,1
CUST-02034,25,Urban,Medium,909,958.9919048284154,4509.751517434185,57.89864896899259,871810.3480495615,277,45,5697,37,398.0649921685287,Daily,Wallet,15,34.282463674759086,10,6818.195884392057,0
CUST-05001,35,Rural,High,859,314.57085137265295,2850.2751394963993,18.16598965407248,270268.46595251426,166,117,8093,0,410.0491278968291,Daily,Credit Card,2,42.37387790784073,8,1265.736498681176,0
CUST-02648,19,Rural,High,142,698.9986070110691,847.620309216704,42.24738828482672,99230.37520438978,143,13,1611,2,200.0132047445874,Daily,Credit Card,4,12.666494846451839,1,2617.2582908061604,0
CUST-01899,70,Urban,Medium,46,510.15851284163136,3897.6318572050736,91.65929721540462,23405.539304512014,348,21,1959,43,131.0908451948007,Daily,Credit Card,20,11.91222985391166,10,9693.238200739352,0
CUST-04886,69,Urban,High,613,235.61416673282744,258.0501703131217,49.756282838268696,144502.14622149663,222,38,7923,22,175.72705921919035,Daily,UPI,17,31.164814205333855,5,5193.14388824586,0
CUST-04026,20,Suburban,Medium,810,774.3008027033826,3192.472542609114,30.89306746504508,627155.3874563043,232,319,7639,31,130.11351803402866,Weekly,Debit Card,2,12.16171895477212,3,1114.1963863094302,1
CUST-00302,18,Suburban,High,302,383.8649691465482,4066.3700078393736,4.544541719679582,116001.07981233834,279,301,4815,0,318.63059898454964,Daily,Debit Card,2,4.383733222044215,6,5530.43055901041,1
CUST-00140,39,Urban,High,2,600.8088299716349,864.9884320658059,76.58616589593431,1223.3850653361787,78,9,7177,10,190.5875855750413,Weekly,UPI,1,18.51174847994862,4,3182.275258493066,0
CUST-00431,59,Urban,Low,527,842.1946162791037,4212.691484343867,49.57575261386043,443868.63741475606,86,36,4722,38,132.26063695321727,Monthly,Debit Card,18,23.510758008036152,7,855.0702049065003,0
CUST-02139,49,Urban,Medium,765,288.00589089682364,3577.3253987092007,41.14952619390561,220351.46543649174,331,174,8934,32,356.8480169077608,Weekly,Wallet,13,7.447518313838103,2,4467.682746106538,1
CUST-04527,42,Rural,Medium,654,998.177561783703,2459.82124984756,2.5097876700569732,652812.9670476185,309,74,8561,47,248.81097647621647,Daily,Credit Card,5,39.901406814695584,2,2843.661096062665,0
CUST-02285,47,Urban,Medium,126,498.1448993342135,1311.939280000432,5.561000264004997,62795.91952907928,240,178,7103,36,82.68350866223034,Weekly,Wallet,0,34.8775360132656,7,7624.830099330148,1
CUST-05908,45,Suburban,High,480,141.36367586098507,737.3316638727853,91.02170344517367,67840.05653754305,5,349,2151,12,94.80638227748273,Weekly,Debit Card,12,27.54419884751194,8,6882.874384970452,1
CUST-00486,30,Rural,High,656,807.0214392198214,4065.9946586912483,98.13428375215962,529338.9672039544,153,46,5651,7,200.16181142231298,Weekly,UPI,8,42.30251471641932,2,2312.6033106216555,0
CUST-01773,28,Rural,Low,692,765.0265584516591,1576.0679769691264,79.30248691270404,529470.6541619148,286,36,3516,13,398.87115346547955,Weekly,Credit Card,19,19.098886310111244,9,8277.203894210936,0
CUST-04522,43,Urban,Medium,37,176.2827724319184,1778.3519904909622,77.93657921359993,6535.109302057232,62,77,6559,7,136.09164354852922,Monthly,Credit Card,10,17.019902741450235,6,7326.793269543144,0
CUST-00852,22,Rural,High,661,317.58969135978026,4551.670480875302,19.471232030774193,209999.45112792094,269,236,8845,10,326.4605845331944,Daily,UPI,4,24.336963825401355,5,2437.804256607136,1
CUST-05278,29,Suburban,Medium,984,617.5406029101265,4471.750045353654,35.46284952532748,607645.6810256336,300,265,7383,17,347.9229291458077,Monthly,Credit Card,5,38.05798131574309,5,7581.448702827312,1
CUST-06557,22,Urban,Low,610,131.1957994023926,3030.706468878591,46.27615378118903,80114.80845570074,204,50,931,7,69.55600861076977,Monthly,Debit Card,15,36.03133297553473,3,5694.543502409826,0
CUST-02540,48,Urban,High,532,544.5812415932761,4603.439157402894,94.56281873258227,289813.87898326555,195,237,8030,33,100.30104928803179,Monthly,Credit Card,1,33.17045045651646,2,8905.027886918266,1
CUST-03887,33,Suburban,Medium,394,919.1582440273338,4091.6088627741806,24.566522009171205,362129.0289747978,244,32,4197,42,373.0141781796612,Daily,Credit Card,14,10.925288946306255,7,7202.879568511337,0
CUST-03740,20,Suburban,High,781,300.234320923606,4892.039481160896,70.92722038570999,234537.6439781512,59,86,1691,35,355.72803622401875,Weekly,UPI,11,35.312534603507885,6,5062.901002808639,0
CUST-01966,46,Urban,Low,958,304.68715681063145,3032.108374422265,50.8711768267921,291918.4715605818,262,82,3617,14,84.04508975838293,Weekly,Debit Card,18,10.20941399912079,7,7517.726459557653,0
CUST-04964,70,Rural,High,957,441.9425746475927,3024.303795763338,30.946397986729814,422851.3642627139,199,242,1355,43,53.87123884289863,Weekly,UPI,4,46.83371694769553,1,7578.008392740062,1
CUST-04129,66,Urban,High,505,342.86371326217824,3177.845551392018,63.73945020795965,173056.2863787672,293,145,1198,25,377.78849280234556,Weekly,UPI,0,12.198915461546575,7,7321.390428267255,1
CUST-06615,49,Suburban,Low,55,112.43665897971151,3498.0612826506485,83.20609375528635,6250.529978016114,286,152,4280,23,315.0935886832858,Daily,Wallet,11,43.50688012770345,8,9131.686167913107,1
CUST-01235,50,Suburban,Medium,846,573.4391976853168,4801.048888883716,67.29041589465837,485155.74572752655,21,75,6524,17,109.80861073221504,Weekly,Debit Card,9,42.717977829468346,2,614.9941783403095,0
CUST-00733,20,Suburban,Medium,235,399.10839813492663,2156.275252539794,91.58086941124387,93753.22939342138,17,193,6496,3,153.4304907639844,Daily,UPI,6,46.96471298893734,6,9927.958162286573,1
CUST-00035,59,Rural,Low,193,886.8635726168997,2567.6784840856367,10.287860343274344,171145.68331518708,262,314,3510,9,367.4256588429174,Monthly,UPI,13,30.127176020418375,2,250.63026692993165,1
CUST-01517,26,Urban,Medium,175,382.75444428952005,844.5208465464615,30.548580563513465,67064.98463398906,303,13,7956,30,321.424696435604,Weekly,Credit Card,14,47.49807437398815,3,9602.69333738756,0
CUST-06834,28,Suburban,Medium,419,877.122701995124,331.4582221299866,47.07918504344604,367430.57545914914,286,279,7549,8,1.9416321189890673,Weekly,Credit Card,8,44.62094679423046,2,6091.158157180381,1
CUST-02396,58,Suburban,Low,924,401.7461228955196,3061.480098534577,85.60217538534025,371195.7153202041,74,319,2301,21,447.9420811181891,Monthly,Wallet,18,40.801639063763766,4,6796.501216128666,1
CUST-05239,22,Suburban,High,841,916.6062255393063,972.6246736696376,22.12545978620502,770771.2178690574,179,11,8382,37,17.88088034088897,Daily,Debit Card,12,27.290180188919553,3,1009.9661998920382,0
CUST-03531,19,Rural,High,715,900.5497362050464,308.0316350542821,2.9824146564933702,643841.2856511656,82,96,7838,16,47.59749156551424,Monthly,UPI,15,33.973755634264705,9,7848.654923284601,0
CUST-05533,62,Rural,High,550,54.21640351885766,2316.253751152734,60.082936502647414,29849.70487271376,337,1,6711,46,194.8750930862474,Monthly,UPI,12,6.807415245269387,4,2101.2068172153595,0
CUST-01300,21,Rural,Low,822,272.34286330833555,3178.9504261599845,79.7025546218347,223894.0358290135,69,197,2337,27,61.464056282997284,Monthly,Credit Card,3,20.050607972562446,4,1597.014225715513,1
CUST-02333,67,Suburban,High,713,534.5473453060738,2510.011611326469,7.550740040610506,381110.6294974957,11,310,5807,45,1.8264628259677118,Daily,Credit Card,1,29.27410229236523,7,9257.419684977154,1
CUST-00148,20,Urban,Medium,28,940.1690562023324,3081.099131269162,10.367334302505107,26252.224202186397,298,288,9720,33,299.76870552015055,Daily,Debit Card,1,22.367259555059654,2,9493.16541998475,1
CUST-01187,42,Suburban,Low,516,263.6910780523921,4694.489827439201,90.16141804229859,136042.1634034886,104,336,4172,31,14.37601184510151,Monthly,Debit Card,3,6.004901026160638,8,6531.521461935379,1
CUST-04398,35,Rural,Medium,566,946.8579658878964,1898.587572919752,83.52881990306591,535910.1898225427,41,98,492,17,397.63238253270447,Daily,UPI,12,0.8347373756353311,10,6485.373079755181,0
CUST-06422,28,Rural,Medium,831,572.352262886976,4474.801529184535,2.3041486530023834,475616.5389443819,267,346,8340,48,284.32160457218737,Weekly,Credit Card,9,32.074364795035905,5,9877.123123878495,1
CUST-06632,18,Rural,High,898,959.4562050169035,901.3537734656278,38.85847699019105,861646.0726206168,18,296,9707,19,387.5349955480478,Weekly,Wallet,0,41.1261248017232,2,2564.3268573784003,1
CUST-06029,60,Urban,Low,750,918.9138452685336,3945.3544352130657,25.48598694208559,689176.3229752699,222,160,6550,31,92.46239108030896,Monthly,Credit Card,2,15.309833485481988,1,4940.445531843416,1
CUST-03121,20,Urban,High,551,741.4210240095251,123.3742552728119,89.92271239847094,408621.797814106,58,236,9621,7,257.62435289096305,Monthly,Credit Card,2,15.500030605309938,3,8108.234988350611,1
CUST-06765,62,Suburban,High,583,832.1775018353324,2645.8588965916033,34.26432843661818,485190.92824812775,172,325,2746,1,443.9736467482643,Monthly,Credit Card,16,15.26906790004981,1,4216.436602274094,1
CUST-03563,22,Urban,Medium,183,534.9902219300269,3912.8605968629295,91.43102987399013,97827.20337504266,210,315,8353,38,438.42293066984564,Weekly,Debit Card,7,19.116167535237054,2,7742.325477188423,1
CUST-01326,68,Suburban,Low,58,683.0760660279304,2244.2846008843744,86.03027255071092,39530.163868586715,93,290,5393,5,145.0364417440688,Weekly,Credit Card,10,3.649517606356689,2,3886.315739988641,1
CUST-03262,68,Urban,Medium,261,419.49213392875555,3418.0957178738877,82.06952504335648,109391.06366295145,265,266,8578,25,474.44247358951117,Daily,UPI,4,11.721556488453707,6,9838.235816851067,1
CUST-01216,23,Urban,Medium,355,21.40580190578295,3519.7546001675673,86.42482537229291,7550.640497825104,197,158,5391,2,31.58419316523059,Monthly,Wallet,19,7.4519889603564256,9,5884.93144495117,1
CUST-03267,66,Suburban,High,465,102.86035160945939,3990.5726416821917,33.50960406895927,47871.47515783221,190,295,6803,17,299.47537321152555,Weekly,Wallet,18,15.570883524393912,5,6709.355117103725,1
CUST-04937,60,Rural,Low,93,563.2071642762961,4114.233261733575,22.333053663446265,52360.4383798123,65,169,8746,7,386.7301834807805,Daily,Wallet,14,7.174963004880456,7,4164.299038859903,1
CUST-01007,31,Urban,Medium,604,75.79196069756269,3788.537921566165,62.025391495865726,45802.853037740315,346,345,8102,19,118.78031551395735,Daily,Debit Card,14,43.24181972099456,4,6980.12635157364,1
CUST-01576,28,Suburban,Medium,951,474.4346488145743,3935.765256658746,5.451888551235682,451139.41271133674,315,235,4416,2,377.44061755431596,Weekly,Wallet,12,44.00238188384059,1,5610.238631921469,1
CUST-06607,47,Rural,Medium,645,744.4309232856515,3451.26349700485,6.623675250279609,480246.87970051105,278,314,1725,33,7.246094555909021,Weekly,UPI,19,13.415036273749857,9,4039.4627035373123,1
CUST-01842,55,Urban,Low,773,865.8958403685638,3582.39837416953,60.083492275728226,669281.5685372014,257,167,211,8,364.1723491286281,Monthly,Credit Card,16,47.045319993389164,2,3127.7030569522663,1
CUST-01949,39,Urban,Medium,413,828.0997094236682,4462.758466813954,87.71531339364844,342039.28504386655,265,265,2453,7,43.257566124742965,Weekly,UPI,14,1.2990065834404954,9,7566.116085628655,1
CUST-03363,50,Suburban,High,180,913.4915212218252,2567.339861904516,83.78821419774825,164412.38503258076,180,90,4749,38,370.0961233298715,Weekly,Wallet,18,47.85912246923114,7,8470.5325601484,0
CUST-02470,46,Suburban,High,273,430.7226495661025,1663.508694734867,42.744825457581044,117515.35603273036,161,176,7583,2,143.80290042222782,Monthly,Debit Card,12,6.474520284486137,2,2639.0328344347336,1
CUST-02148,64,Rural,High,706,731.5948705954648,2584.9063547250566,4.734354516551814,516557.18301350443,326,20,1734,6,15.076812473452271,Monthly,Debit Card,1,32.67944083405893,1,1558.514507722548,0
CUST-01712,62,Rural,Low,65,170.06057295158848,964.0179415798667,40.42104291404641,10980.482757879128,7,121,6869,26,412.761001240056,Daily,Credit Card,4,29.695041174054833,9,8041.219373031035,1
CUST-00550,51,Rural,Low,865,475.6205872905197,1299.2219707647125,90.50887504250097,411404.19038761774,301,63,1226,10,80.17486557191728,Monthly,Wallet,11,5.446371908667327,10,881.1411750923287,0
CUST-05788,69,Rural,Medium,765,252.2965011928418,4997.5309507692,22.048582124083275,193102.86001622985,214,174,2747,50,300.65482197728124,Daily,UPI,1,15.297707873947557,1,8056.384155698676,1
CUST-02259,56,Rural,High,697,145.68151737453752,1420.2443899148222,76.9071034518959,101566.81599277382,297,260,4760,11,239.00275775963914,Monthly,UPI,3,27.963588948381936,6,1758.621687697938,1
CUST-02810,62,Rural,Medium,740,176.9497505252109,4902.766307476642,18.131711767875647,130958.24618865646,215,146,8939,11,196.62582429936626,Monthly,Credit Card,3,18.527395844577203,2,7732.17167247903,1
CUST-00101,62,Suburban,Low,600,805.5758235264581,242.26984711050125,21.781199658659425,483339.75492519204,192,184,3756,2,33.87432304974064,Monthly,Credit Card,2,28.281007165773485,5,2803.2581015542187,1
CUST-05612,65,Rural,High,481,320.7635276355352,2933.7225796346384,71.10106250805958,154269.34571028771,359,301,7518,29,230.12480422917525,Monthly,UPI,1,13.792321588745134,8,3313.2619871156576,1
CUST-06560,62,Rural,Low,585,14.044798415065676,2920.2623741377965,98.73009808620219,8198.978025822713,282,311,5767,12,477.88190284172555,Monthly,Wallet,3,46.56566442743389,5,1529.7370200397477,1
CUST-00370,50,Rural,Low,657,646.841253872193,3404.7071726492777,53.297860159102136,425006.32864382834,189,94,5914,16,418.4780228851208,Weekly,Wallet,12,21.398181338537036,6,9759.674257571358,0
CUST-02516,46,Suburban,Medium,658,125.737671229004,3362.054074326532,52.12051521304963,82754.13689495984,218,362,1814,41,235.44375565590698,Monthly,Wallet,17,18.03538249716722,3,8684.90853960986,1
CUST-06176,38,Urban,Low,298,523.3619567335726,3998.483409966999,20.056546540730082,155871.04699259784,307,17,9744,34,212.65522111382262,Weekly,Wallet,13,36.08105864844506,3,3442.068932441025,0
CUST-01166,29,Urban,Low,631,661.268766532145,4726.499327309839,56.58015293714475,417163.49940461206,179,71,3358,32,358.84588613091233,Monthly,UPI,13,13.267716688311731,9,5852.733520756734,0
CUST-04914,51,Urban,Medium,160,862.7044202371824,4564.596552433157,30.89222205680795,138041.71297343442,341,133,7818,29,52.82669244539861,Weekly,Credit Card,12,4.7850463562234395,7,1135.4949478708413,1
CUST-03192,41,Rural,Medium,588,875.4286184592326,2802.803598315804,26.83896587644147,514724.6350806068,247,159,846,15,342.8045572517107,Daily,Credit Card,0,45.85456353664864,8,1856.4105338609152,1
CUST-01277,57,Suburban,Low,707,767.2133673155631,1822.2285363881538,91.68696605838929,542341.5460663598,233,164,4090,18,305.1686054935943,Daily,Credit Card,17,22.19362474037002,3,8888.59281329416,1
CUST-00372,64,Suburban,Medium,760,498.08530708392817,4601.353442949946,81.79305377330047,378584.42847280944,218,235,9626,34,345.02534826179556,Daily,UPI,2,15.487068837190575,8,7523.63433886472,1
CUST-00557,22,Suburban,Low,996,145.55035735675378,430.4203579434231,12.925403031402043,145031.54753878078,138,105,1961,43,169.36068308587775,Weekly,Wallet,6,41.593066133109694,8,495.01663221001434,0
CUST-03118,18,Urban,High,164,409.9169349930991,4928.573161178738,9.440539566776899,67292.31425958477,364,305,669,21,315.5962778047621,Weekly,Credit Card,20,37.91227200717144,8,6451.989213482544,1
CUST-04674,62,Urban,Low,993,532.7837219524886,107.63045064507658,12.91741320973737,529002.2505665829,255,276,1680,21,453.2679506918568,Monthly,Debit Card,11,22.641569607827392,3,9645.795478752729,1
CUST-06000,27,Urban,Low,893,929.4847013280422,1028.8544066950196,78.28267537601516,830037.4476366815,141,149,421,34,366.82584605138146,Daily,UPI,14,3.037923649125559,9,7628.089742600259,1
CUST-00364,25,Rural,Low,125,955.8575771382392,3529.8646123802746,31.87336894852388,119506.1159720453,196,159,7178,15,51.32940682985898,Daily,UPI,16,43.11658091774437,4,6499.866462265766,1
CUST-00549,53,Urban,Medium,553,839.8101144357482,1069.3901143872238,76.94871428397836,464445.8826764513,221,190,6543,2,462.754860330664,Weekly,Debit Card,7,6.2113198506893585,5,945.2837275524085,1
CUST-04007,64,Rural,Medium,348,198.37234131135253,171.49014173176016,42.8961868438478,69129.22743943178,3,17,317,0,158.0189148641264,Daily,Credit Card,15,2.697753128604795,5,135.5948716718139,0
CUST-01142,57,Suburban,Low,234,539.2665475534669,1544.1608139656169,65.3802643957866,126239.32015089723,294,214,1449,22,17.65135208048313,Daily,UPI,10,43.08691792596327,1,3252.517029906063,1
CUST-06188,35,Urban,High,503,163.06638951686193,797.2745300462931,21.548258709466378,82044.38278043002,303,257,1141,18,472.6113845060644,Monthly,UPI,10,32.708188321796484,9,3320.2348219142377,1
CUST-03785,43,Urban,Medium,268,495.55571284914464,4232.555815102045,50.97764776811793,132811.44955910547,143,228,8362,6,310.759467497663,Daily,Wallet,0,46.08264657012484,3,8740.299994096418,1
CUST-03694,37,Suburban,Low,193,436.4900723351372,2081.1932922405167,20.759542929738796,84284.14542007449,246,133,8426,23,414.7285196779478,Weekly,Credit Card,4,20.396978817411778,7,4632.263938829892,1
CUST-00578,29,Urban,Low,717,699.8144508290281,1490.9373598427785,81.27744985998784,501748.432689363,301,66,2736,14,419.7943981242065,Daily,Credit Card,4,31.74481567243125,1,688.7560619534555,0
CUST-03665,70,Rural,Medium,145,846.9085350147078,4511.389706767139,95.31358501770205,122763.7516826661,175,302,9652,25,89.24478535614783,Monthly,Wallet,6,2.8976436762263673,10,1892.026130959045,1
CUST-05501,25,Rural,High,774,821.0933739212621,2905.0122238126123,80.96426904278492,635622.0650686381,87,16,3206,36,115.7592545744217,Monthly,Debit Card,15,19.668791904576274,6,3709.5523379369574,0
CUST-01055,57,Urban,Low,17,352.01946165216873,1317.795158173129,63.87164874465505,6053.89925636563,270,222,5009,22,269.73782583487764,Weekly,Wallet,9,16.189494834270644,10,3317.192901165191,1
CUST-02786,50,Suburban,Medium,525,144.04725504450985,1698.4462663619242,40.11878371846806,75612.1287852293,251,71,3130,47,446.199272342205,Weekly,UPI,13,41.68227261381421,5,5945.535732950179,0
CUST-04416,61,Urban,Low,415,997.8883546644364,2126.0615967137037,51.47582049185685,414098.97389858926,346,7,8293,7,121.25873792471536,Daily,Wallet,5,41.04410888470169,8,1492.3094918061129,0
CUST-02025,61,Urban,Low,971,456.04850761793756,3765.5807379986404,93.77179321989605,442847.21640345675,122,290,9606,33,208.25606698427833,Monthly,UPI,15,33.728514765980265,2,8418.723012676997,1
CUST-06943,60,Rural,Low,368,286.4047242450138,1224.6311524814614,33.03951822684871,105310.18346022176,206,133,6374,32,159.8846800212182,Daily,UPI,7,2.684835654067326,4,9265.421685564736,1
CUST-02822,49,Suburban,High,751,730.9399873134416,3987.578888746345,1.2354815597434912,548899.1693620761,71,83,4496,18,161.0442617998637,Daily,Credit Card,4,30.494958013940852,10,673.4214102162476,0
CUST-05601,32,Suburban,High,973,685.4231747389241,4791.3939428190415,21.028933053587405,666841.7974098299,72,270,7507,45,404.1704885360731,Daily,Wallet,0,47.10840631986261,10,8563.316309814429,1
CUST-06920,23,Rural,Medium,669,595.0077547851743,4938.5935558882975,75.8561938247889,398022.5663728615,191,88,3331,4,398.6834764951877,Weekly,Wallet,14,7.277646266941839,8,5658.794676428719,0
CUST-04055,57,Suburban,High,807,461.92248309368057,3125.7718094162674,17.304748147764368,372696.2181149343,167,267,9919,41,463.66331162703034,Weekly,Credit Card,13,2.1799295230278024,2,2860.202629549711,1
CUST-00776,20,Suburban,High,726,113.5736520438357,4318.233414627456,5.251737211176233,82464.9130953462,221,130,1999,2,481.52874516941824,Monthly,Wallet,17,31.8999572817393,5,263.54240493740605,1
CUST-01047,35,Rural,High,380,524.2532604342172,2937.182598826569,86.82879311877085,199149.80603530238,221,90,8417,22,270.0434888720299,Daily,UPI,15,38.885764276955506,9,1893.5703136749614,0
CUST-04365,65,Urban,Medium,600,620.8824632456148,866.1156043506523,7.076812601219573,372626.07621480926,108,55,7546,2,324.02652429931544,Daily,Credit Card,18,34.73125784848125,6,1768.9100570944108,0
CUST-01196,31,Suburban,High,7,486.7623011175293,3593.147030358455,35.36981990544565,3480.5522688618926,53,329,6195,40,175.40321102257207,Daily,Credit Card,17,7.693058431060534,2,6398.998900680434,1
CUST-05156,28,Rural,Low,644,337.9142511320138,2756.219843073538,75.1040568620676,217534.61146498827,131,3,448,27,484.7798572693373,Monthly,Wallet,17,40.51803951334947,9,7896.484184875924,0
CUST-00506,49,Rural,Medium,81,683.8916101197709,2829.8064928015974,23.191651344828067,55383.48212851187,311,45,1265,17,166.62416503045958,Daily,UPI,16,38.216991843471995,6,1740.947096735531,0
CUST-00297,43,Rural,High,415,506.8351764804848,4512.502153823636,76.04309785774441,210312.86973337748,288,113,930,7,303.2929946548037,Monthly,Credit Card,0,34.9218107779898,1,2639.0441416709314,0
CUST-03867,19,Urban,High,908,684.1860764893736,3121.930685584404,61.65562720242012,621256.4143599743,343,191,7535,25,397.24065166811044,Monthly,UPI,19,18.36983842081742,10,7823.359262495953,1
CUST-02269,57,Suburban,Low,870,602.501245361746,1316.4647589576387,8.796561629570757,524205.77549430105,2,336,9728,13,325.7076214561927,Weekly,Credit Card,8,34.97553700110033,8,5000.261909539571,1
CUST-00819,42,Rural,Low,501,144.15549646989055,1368.968606455407,49.02772268377664,72175.23846997308,217,40,5477,17,276.4330585437597,Monthly,Wallet,20,2.991463236995091,10,241.87765784677387,0
